t;U
294.014;12.1433
295.013;12.1355
296.013;12.128
297.013;12.1201
298.014;12.113
299.014;12.1055
300.014;12.0978
301.014;12.0901
302.014;12.0828
303.013;12.0752
304.014;12.0676
305.013;12.0603
306.013;12.0526
307.013;12.045
308.014;12.0375
309.013;12.0298
310.013;12.0214
311.013;12.0142
312.014;12.0063
313.014;11.999
314.014;11.991
315.014;11.9831
316.014;11.9755
317.013;11.9685
318.013;11.9602
319.013;11.9532
320.013;11.9453
321.013;11.9377
322.014;11.931
323.014;11.9242
324.014;11.9161
325.014;11.9094
326.014;11.9018
327.014;11.8939
328.014;11.8876
329.014;11.8779
330.014;11.8716
331.014;11.8644
332.014;11.8562
333.014;11.8494
334.014;11.8415
335.014;11.8345
336.013;11.8276
337.013;11.819
338.013;11.8115
339.013;11.8047
340.014;11.7976
341.014;11.7898
342.014;11.7829
343.014;11.7757
344.013;11.7674
345.013;11.7605
346.013;11.753
347.013;11.7459
348.013;11.7384
349.013;11.7309
350.013;11.7235
351.013;11.7157
352.014;11.7077
353.014;11.7005
354.014;11.6927
355.014;11.685
356.014;11.6775
357.014;11.6699
358.014;11.6627
359.014;11.6555
360.014;11.6471
361.014;11.6395
362.013;11.6315
363.013;11.6246
364.014;11.6164
365.014;11.6089
366.014;11.6008
367.014;11.5929
368.014;11.5862
369.014;11.5796
370.014;11.5718
371.014;11.5648
372.014;11.5575
373.014;11.5501
374.014;11.5424
375.013;11.5353
376.013;11.5286
377.013;11.5212
378.013;11.5138
379.013;11.5064
380.014;11.4998
381.014;11.4928
382.014;11.4853
383.014;11.4777
384.014;11.4714
385.014;11.4644
386.014;11.4571
387.014;11.4501
388.014;11.4421
389.014;11.4356
390.013;11.4289
391.014;11.4207
392.014;11.4135
393.014;11.4062
394.014;11.3984
395.014;11.3901
396.014;11.3834
397.013;11.3755
398.013;11.3687
399.014;11.3611
400.014;11.3537
401.014;11.3462
402.014;11.3388
403.014;11.331
404.014;11.3229
405.014;11.3156
406.014;11.3082
407.014;11.3012
408.014;11.2943
409.013;11.2874
410.013;11.2804
411.013;11.2734
412.013;11.2667
413.013;11.2596
414.013;11.2531
415.013;11.2455
416.013;11.2387
417.013;11.2317
418.013;11.2248
419.013;11.2176
420.013;11.2102
421.013;11.2037
422.013;11.1966
423.013;11.1894
424.013;11.1831
425.014;11.1756
426.014;11.169
427.014;11.1616
428.014;11.1553
429.014;11.1482
430.014;11.1411
431.014;11.1338
432.013;11.1267
433.013;11.1201
434.014;11.1122
435.014;11.1053
436.013;11.0994
437.013;11.0911
438.013;11.0818
439.014;11.0735
440.014;11.0807
441.014;11.0542
442.014;11.0531
443.013;11.0491
444.013;11.028
445.013;11.0306
446.013;11.0276
447.014;11.0188
448.014;11.0125
449.014;11.0045
450.014;10.9975
451.014;10.9912
452.014;10.9838
453.014;10.9777
454.014;10.97
455.014;10.9636
456.014;10.9584
457.013;10.9506
458.013;10.9442
459.013;10.9382
460.014;10.9317
461.013;10.9251
462.014;10.9186
463.014;10.9127
464.014;10.9052
465.014;10.9
466.014;10.8919
467.014;10.8866
468.014;10.8801
469.014;10.8737
470.013;10.8672
471.014;10.8602
472.014;10.8537
473.014;10.8472
474.014;10.84
475.014;10.833
476.013;10.8267
477.013;10.8198
478.013;10.8127
479.013;10.8059
480.013;10.7987
481.013;10.7918
482.014;10.7849
483.014;10.7781
484.014;10.7705
485.015;10.7638
486.014;10.7574
487.014;10.7499
488.013;10.7432
489.013;10.7364
490.014;10.7292
491.014;10.7219
492.014;10.716
493.014;10.7085
494.014;10.7017
495.013;10.6948
496.013;10.6886
497.013;10.6827
498.014;10.6756
499.014;10.6713
500.013;10.6634
501.014;10.6585
502.014;10.6517
503.014;10.6452
504.013;10.6385
505.013;10.633
506.014;10.6263
507.014;10.616
508.013;10.6138
509.013;10.6073
510.013;10.6008
511.013;10.5938
512.013;10.5875
513.013;10.5811
514.013;10.5738
515.012;10.568
516.012;10.56
517.012;10.5537
518.012;10.5463
519.013;10.5395
520.013;10.5333
521.013;10.5263
522.013;10.5198
523.013;10.5125
524.013;10.5059
525.013;10.4999
526.012;10.4933
527.012;10.4866
528.012;10.4788
529.013;10.4723
530.013;10.4653
531.013;10.4587
532.012;10.4525
533.012;10.4462
534.013;10.4406
535.012;10.435
536.013;10.4277
537.013;10.4228
538.013;10.4164
539.012;10.4097
540.012;10.4041
541.012;10.3972
542.012;10.391
543.012;10.3847
544.012;10.3785
545.012;10.3708
546.012;10.3654
547.012;10.3597
548.013;10.3532
549.013;10.3484
550.012;10.3412
551.012;10.3352
552.013;10.328
553.013;10.3217
554.013;10.3145
555.012;10.3087
556.012;10.3019
557.012;10.2955
558.012;10.2893
559.013;10.2832
560.013;10.2761
561.013;10.27
562.013;10.264
563.012;10.2582
564.012;10.2515
565.013;10.2452
566.013;10.239
567.013;10.2318
568.012;10.2259
569.012;10.2188
570.012;10.2122
571.012;10.2061
572.013;10.2004
573.013;10.1937
574.013;10.1876
575.013;10.1817
576.012;10.1758
577.012;10.1686
578.013;10.1638
579.013;10.158
580.013;10.1513
581.012;10.1449
582.013;10.1394
583.013;10.1334
584.012;10.1266
585.012;10.1213
586.013;10.1151
587.013;10.1092
588.012;10.1025
589.013;10.0962
590.013;10.0914
591.012;10.0847
592.012;10.0789
593.013;10.0729
594.013;10.0673
595.012;10.0603
596.013;10.0549
597.013;10.0483
598.013;10.0416
599.012;10.0359
600.013;10.03
601.013;10.0237
602.012;10.0158
603.013;10.0094
604.012;10.0041
605.014;9.9974
606.014;9.9914
607.013;9.985
608.013;9.9784
609.014;9.9712
610.013;9.9658
611.014;9.9594
612.013;9.953
613.014;9.9467
614.013;9.9406
615.014;9.934
616.014;9.9279
617.013;9.9221
618.014;9.9154
619.014;9.9085
620.014;9.9024
621.014;9.8966
622.014;9.8904
623.014;9.8843
624.013;9.878
625.014;9.8722
626.013;9.8653
627.014;9.8608
628.014;9.8548
629.013;9.8494
630.014;9.8439
631.013;9.8377
632.014;9.8317
633.013;9.826
634.014;9.821
635.014;9.8146
636.014;9.809
637.014;9.8031
638.014;9.7965
639.014;9.7911
640.013;9.7848
641.014;9.7801
642.014;9.7747
643.013;9.7687
644.014;9.7634
645.013;9.7577
646.014;9.7512
647.013;9.7451
648.014;9.7394
649.013;9.7334
650.014;9.7264
651.014;9.7214
652.014;9.7144
653.013;9.7079
654.014;9.7012
655.014;9.6955
656.013;9.689
657.014;9.6829
658.013;9.6771
659.014;9.6703
660.014;9.6623
661.014;9.6571
662.014;9.6505
663.013;9.6454
664.014;9.6381
665.014;9.6322
666.014;9.6265
667.014;9.6215
668.014;9.6149
669.013;9.6091
670.014;9.6038
671.014;9.5984
672.013;9.5923
673.014;9.5865
674.013;9.5815
675.014;9.5767
676.014;9.5703
677.013;9.5644
678.014;9.5593
679.013;9.5523
680.014;9.5473
681.014;9.5418
682.014;9.5353
683.014;9.5289
684.013;9.5241
685.014;9.5177
686.013;9.512
687.014;9.5048
688.014;9.4994
689.014;9.4927
690.014;9.4869
691.014;9.4805
692.014;9.4746
693.013;9.4689
694.014;9.4619
695.014;9.4564
696.014;9.4504
697.014;9.4437
698.014;9.437
699.014;9.431
700.014;9.4239
701.014;9.4195
702.013;9.4123
703.014;9.4071
704.014;9.4015
705.014;9.3966
706.014;9.3895
707.014;9.3843
708.013;9.3791
709.014;9.3741
710.013;9.3685
711.014;9.3634
712.014;9.3577
713.013;9.3506
714.014;9.3469
715.014;9.3406
716.013;9.3349
717.014;9.3304
718.014;9.3244
719.013;9.3191
720.014;9.3134
721.014;9.308
722.013;9.3021
723.014;9.2969
724.014;9.2919
725.014;9.2856
726.014;9.2807
727.014;9.2745
728.013;9.2695
729.014;9.2649
730.014;9.2591
731.014;9.254
732.014;9.2495
733.013;9.2439
734.014;9.2379
735.014;9.2327
736.014;9.2285
737.014;9.223
738.014;9.217
739.014;9.2116
740.013;9.2059
741.014;9.1997
742.014;9.1943
743.013;9.1885
744.014;9.1827
745.014;9.1775
746.013;9.1717
747.013;9.166
748.014;9.1598
749.014;9.1546
750.013;9.1485
751.013;9.1423
752.014;9.1371
753.014;9.1311
754.013;9.126
755.014;9.1205
756.014;9.1142
757.013;9.1093
758.013;9.1042
759.013;9.0976
760.014;9.0919
761.014;9.0862
762.014;9.0802
763.014;9.0752
764.013;9.07
765.013;9.0643
766.013;9.0586
767.013;9.0538
768.013;9.0485
769.013;9.0434
770.014;9.0387
771.014;9.0341
772.014;9.0293
773.013;9.0227
774.013;9.0176
775.014;9.0123
776.014;9.0074
777.014;9.0014
778.014;8.9968
779.013;8.9901
780.013;8.9855
781.014;8.9789
782.014;8.9746
783.013;8.9693
784.014;8.9633
785.014;8.9594
786.013;8.9537
787.014;8.9479
788.014;8.9426
789.014;8.9369
790.014;8.9315
791.013;8.9262
792.013;8.9208
793.014;8.9156
794.014;8.91
795.014;8.9043
796.014;8.8992
797.014;8.8932
798.014;8.8878
799.013;8.8826
800.013;8.877
801.014;8.8714
802.013;8.8666
803.014;8.8606
804.014;8.8549
805.013;8.8496
806.013;8.8445
807.014;8.8383
808.013;8.8335
809.014;8.8276
810.014;8.8222
811.013;8.8172
812.014;8.8116
813.014;8.8061
814.014;8.8008
815.014;8.7953
816.013;8.79
817.014;8.7844
818.014;8.7791
819.013;8.7743
820.014;8.7677
821.014;8.7625
822.013;8.7572
823.013;8.7515
824.014;8.7457
825.014;8.7401
826.013;8.7347
827.014;8.7292
828.014;8.7236
829.013;8.7181
830.014;8.7126
831.014;8.7082
832.014;8.7026
833.014;8.6983
834.014;8.6921
835.013;8.6849
836.014;8.6814
837.014;8.6766
838.014;8.6717
839.014;8.6663
840.013;8.6607
841.014;8.6555
842.014;8.6506
843.013;8.6454
844.014;8.6404
845.013;8.6354
846.014;8.63
847.014;8.6258
848.013;8.6203
849.014;8.6148
850.014;8.6094
851.014;8.6045
852.014;8.5993
853.014;8.5947
854.013;8.589
855.014;8.5837
856.014;8.5774
857.014;8.5736
858.013;8.5682
859.014;8.564
860.013;8.5586
861.013;8.5536
862.014;8.5483
863.013;8.5434
864.013;8.538
865.014;8.5323
866.014;8.5281
867.013;8.5224
868.014;8.5178
869.013;8.5133
870.014;8.5083
871.013;8.5015
872.014;8.4979
873.013;8.4929
874.014;8.488
875.014;8.4838
876.014;8.4791
877.014;8.4734
878.013;8.4673
879.014;8.463
880.013;8.4576
881.014;8.451
882.013;8.4474
883.013;8.4431
884.014;8.4381
885.014;8.4328
886.013;8.4273
887.014;8.4218
888.013;8.4169
889.014;8.4126
890.014;8.4075
891.014;8.4024
892.013;8.3979
893.014;8.3927
894.014;8.3876
895.013;8.3831
896.014;8.3774
897.013;8.3724
898.014;8.3684
899.013;8.3627
900.014;8.3587
901.013;8.3536
902.014;8.3486
903.013;8.3437
904.014;8.3386
905.013;8.3329
906.014;8.3281
907.014;8.3231
908.014;8.3174
909.014;8.3124
910.014;8.3071
911.013;8.302
912.014;8.2965
913.014;8.292
914.014;8.2855
915.014;8.281
916.014;8.2758
917.014;8.2703
918.014;8.2653
919.013;8.2609
920.014;8.256
921.013;8.2513
922.014;8.2461
923.014;8.2411
924.014;8.2365
925.014;8.232
926.014;8.2268
927.014;8.2215
928.013;8.2168
929.014;8.213
930.013;8.2078
931.014;8.2037
932.013;8.1985
933.014;8.1929
934.014;8.1885
935.014;8.1836
936.013;8.1798
937.014;8.1742
938.014;8.1692
939.014;8.1644
940.013;8.1609
941.014;8.1554
942.013;8.1504
943.014;8.1453
944.013;8.1405
945.014;8.1356
946.014;8.1319
947.014;8.1263
948.014;8.1217
949.014;8.1161
950.014;8.1111
951.013;8.1067
952.014;8.1014
953.013;8.0975
954.014;8.0921
955.013;8.0868
956.014;8.0812
957.014;8.0773
958.014;8.0719
959.014;8.0671
960.014;8.0622
961.014;8.0577
962.013;8.0528
963.014;8.0479
964.013;8.0429
965.014;8.0394
966.014;8.0342
967.013;8.0289
968.014;8.0241
969.014;8.0203
970.014;8.0161
971.014;8.0099
972.014;8.0054
973.014;8.001
974.014;7.9959
975.014;7.9911
976.014;7.9859
977.014;7.9814
978.014;7.9756
979.014;7.9727
980.014;7.9666
981.013;7.9623
982.014;7.9571
983.013;7.953
984.014;7.9484
985.013;7.9436
986.014;7.9392
987.014;7.9349
988.014;7.9303
989.014;7.9254
990.014;7.9211
991.014;7.9158
992.014;7.9123
993.014;7.9073
994.014;7.9022
995.014;7.8979
996.014;7.8933
997.014;7.8886
998.014;7.8836
999.013;7.8787
1000.01;7.875
1001.01;7.8706
1002.01;7.866
1003.01;7.8611
1004.01;7.8568
1005.01;7.8535
1006.01;7.8488
1007.01;7.8453
1008.01;7.8407
1009.01;7.8368
1010.01;7.831
1011.01;7.8264
1012.01;7.8219
1013.01;7.8173
1014.01;7.8132
1015.01;7.8073
1016.01;7.8029
1017.01;7.798
1018.01;7.7941
1019.01;7.789
1020.01;7.7846
1021.01;7.7799
1022.01;7.7752
1023.01;7.7704
1024.01;7.7663
1025.01;7.7618
1026.01;7.7575
1027.01;7.7527
1028.01;7.7487
1029.01;7.7446
1030.01;7.739
1031.01;7.7339
1032.01;7.7292
1033.01;7.724
1034.01;7.7197
1035.01;7.7145
1036.01;7.7099
1037.01;7.7055
1038.01;7.7006
1039.01;7.6965
1040.01;7.6917
1041.01;7.6871
1042.01;7.6832
1043.01;7.6788
1044.01;7.6748
1045.01;7.6702
1046.01;7.6665
1047.01;7.6619
1048.01;7.6547
1049.01;7.6535
1050.01;7.6479
1051.01;7.6444
1052.01;7.6403
1053.01;7.6365
1054.01;7.6327
1055.01;7.6275
1056.01;7.6233
1057.01;7.6183
1058.01;7.6142
1059.01;7.6093
1060.01;7.6054
1061.01;7.6001
1062.01;7.5949
1063.01;7.5904
1064.01;7.5859
